      0.0000000 0.000000000000000e+00
      0.0946694 6.970645636288448e-08
      0.1893388 5.299075892648160e-07
      0.2840082 1.649392845131358e-06
      0.3786776 3.564116671670357e-06
      0.4733470 6.327590097810108e-06
      0.5680164 1.075624992318790e-05
      0.6626858 1.682439869786670e-05
      0.7573552 2.468528846289233e-05
      0.8520246 3.469958132953754e-05
      0.9466940 4.718285213586512e-05
      1.0413634 6.096555328272812e-05
      1.1360328 7.542772387489948e-05
      1.2307022 9.127421258888831e-05
      1.3253715 1.092192071509950e-04
      1.4200409 1.291465480194746e-04
      1.5147103 1.513226169149187e-04
      1.6093797 1.760040934447088e-04
      1.7040491 2.022407465658118e-04
      1.7987185 2.619244304134941e-04
      1.8933879 3.772903544355762e-04
      1.9880573 5.167194201832198e-04
      2.0827267 6.805925131942381e-04
      2.1773961 8.168414212112476e-04
      2.2720655 9.511896503842190e-04
      2.3667349 1.060107217852074e-03
      2.4614043 1.213951518293333e-03
      2.5560737 1.292356704553432e-03
      2.6507431 1.316672404766601e-03
      2.7454125 1.368327982030582e-03
      2.8400819 1.432919748749275e-03
      2.9347513 1.529057421746621e-03
      3.0294207 1.634910103174127e-03
      3.1240901 1.750642816247719e-03
      3.2187595 1.806500790414503e-03
      3.3134289 1.782371898847910e-03
      3.4080983 1.828942580887479e-03
      3.5027677 1.884908621981579e-03
      3.5974371 1.938033441915958e-03
      3.6921065 1.982675434876118e-03
      3.7867759 2.013445677813102e-03
      3.8814453 2.057624048177243e-03
      3.9761146 2.106655097973368e-03
      4.0707840 2.153662355767980e-03
      4.1654534 2.163731710953263e-03
      4.2601228 2.171320677824253e-03
      4.3547922 2.187605043997294e-03
      4.4494616 2.198546729741273e-03
      4.5441310 2.208053777964791e-03
      4.6388004 2.232471056312295e-03
      4.7334698 2.258093561662689e-03
      4.8281392 2.286563568161342e-03
      4.9228086 2.318009868992547e-03
      5.0174780 2.349241590573324e-03
      5.1121474 2.380032115078513e-03
      5.2068168 2.409227608598510e-03
      5.3014862 2.434738056252358e-03
      5.3961556 2.448968061692740e-03
      5.4908250 2.446949246793418e-03
      5.5854944 2.451138396441936e-03
      5.6801638 2.457009450520565e-03
      5.7748332 2.466840249520853e-03
      5.8695026 2.481748288469342e-03
      5.9641720 2.497621841477480e-03
      6.0588414 2.514366199157724e-03
      6.1535108 2.535462638493917e-03
      6.2481802 2.557481804674738e-03
      6.3428496 2.580613069410237e-03
      6.4375190 2.603539581650078e-03
      6.5321884 2.626261439993129e-03
      6.6268577 2.648778743038261e-03
      6.7215271 2.671173463471913e-03
      6.8161965 2.687604245465266e-03
      6.9108659 2.691999248108798e-03
      7.0055353 2.700825367751200e-03
      7.1002047 2.706828490399984e-03
      7.1948741 2.716884055128262e-03
      7.2895435 2.728879530497216e-03
      7.3842129 2.743246006647961e-03
      7.4788823 2.758815430610232e-03
      7.5735517 2.774428665254323e-03
      7.6682211 2.789864041093155e-03
      7.7628905 2.805186138322399e-03
      7.8575599 2.820382245216234e-03
      7.9522293 2.835825199632347e-03
      8.0468987 2.852679364997158e-03
      8.1415681 2.870025599604027e-03
      8.2362375 2.887345779936563e-03
      8.3309069 2.904633830253486e-03
      8.4255763 2.921902151142523e-03
      8.5202457 2.938786848151300e-03
      8.6149151 2.952753252026042e-03
      8.7095845 2.965201683164379e-03
      8.8042539 2.978793211273257e-03
      8.8989233 2.992648418440784e-03
      8.9935927 3.006611128338092e-03
      9.0882621 3.020553489394852e-03
      9.1829315 3.034301819197841e-03
      9.2776008 3.048112147862372e-03
      9.3722702 3.062320738774151e-03
      9.4669396 3.076541748054619e-03
      9.5616090 3.090743441827688e-03
      9.6562784 3.105027863276535e-03
      9.7509478 3.119359479531466e-03
      9.8456172 3.133656060225992e-03
      9.9402866 3.147904492496854e-03
     10.0349560 3.162104782434980e-03
     10.1296254 3.176922046565393e-03
     10.2242948 3.192435104298944e-03
     10.3189642 3.215464983185225e-03
     10.4136336 3.248086496496898e-03
     10.5083030 3.270732345354622e-03
     10.6029724 3.292892828526595e-03
     10.6976418 3.314365021674584e-03
     10.7923112 3.332470395120231e-03
     10.8869806 3.350270179190380e-03
     10.9816500 3.367994167281008e-03
     11.0763194 3.385711930339444e-03
     11.1709888 3.403241294328298e-03
     11.2656582 3.420843179358395e-03
     11.3603276 3.438450159281752e-03
     11.4549970 3.455435227707802e-03
     11.5496664 3.472390914168665e-03
     11.6443358 3.489980319001833e-03
     11.7390052 3.507277098136939e-03
     11.8336746 3.524461478886092e-03
     11.9283439 3.542119759731170e-03
     12.0230133 3.560026658031244e-03
     12.1176827 3.591904592054426e-03
     12.2123521 3.645569989250059e-03
     12.3070215 3.688421321630050e-03
     12.4016909 3.716888853266794e-03
     12.4963603 3.745512683619707e-03
     12.5910297 3.774211640145039e-03
     12.6856991 3.802894368613544e-03
     12.7803685 3.831431225919585e-03
     12.8750379 3.857001878678370e-03
     12.9697073 3.881855586179411e-03
     13.0643767 3.906943132206357e-03
