3.94784176043574e+23	3.40507457457653e+31
8.88264396098042e+23	7.66057533464064e+31
1.57913670417430e+24	1.36167008520405e+32
2.46740110027234e+24	2.12718758870893e+32
3.55305758439217e+24	3.06240755732141e+32
4.83610615653379e+24	4.16708257474320e+32
6.31654681669719e+24	5.44092033545903e+32
7.99437956488238e+24	6.88358369251634e+32
9.86960440108936e+24	8.49469071265758e+32
1.19422213253181e+25	1.02738147388047e+33
1.42122303375687e+25	1.22204844598956e+33
1.66796314378410e+25	1.43341839880738e+33
1.93444246261352e+25	1.66143529432294e+33
2.22066099024511e+25	1.90603865448950e+33
2.52661872667888e+25	2.16716357114940e+33
2.85231567191483e+25	2.44474071669429e+33
3.19775182595295e+25	2.73869635546089e+33
3.56292718879326e+25	3.04895235586218e+33
3.94784176043575e+25	3.37542620325416e+33
4.35249554088041e+25	3.71803101353828e+33
4.77688853012725e+25	4.07667554749946e+33
5.22102072817627e+25	4.45126422587995e+33
5.68489213502747e+25	4.84169714518894e+33
6.16850275068085e+25	5.24787009424810e+33
6.67185257513641e+25	5.66967457147304e+33
7.19494160839415e+25	6.10699780289087e+33
7.73776985045406e+25	6.55972276089390e+33
8.30033730131615e+25	7.02772818372948e+33
8.88264396098043e+25	7.51088859572623e+33
9.48468982944688e+25	8.00907432825668e+33
1.01064749067155e+26	8.52215154143637e+33
1.07479991927863e+26	9.04998224655958e+33
1.14092626876593e+26	9.59242432927183e+33
1.20902653913345e+26	1.01493315734791e+34
1.27910073038118e+26	1.07205536859943e+34
1.35114884250913e+26	1.13059363219201e+34
1.42517087551730e+26	1.19053211107700e+34
1.50116682940569e+26	1.25185456833257e+34
1.57913670417430e+26	1.31454436992328e+34
1.65908049982312e+26	1.37858448753331e+34
1.74099821635216e+26	1.44395750147359e+34
1.82488985376142e+26	1.51064560366258e+34
1.91075541205090e+26	1.57863060068097e+34
1.99859489122059e+26	1.64789391690012e+34
2.08840829127050e+26	1.71841659768436e+34
2.18019561220064e+26	1.79017931266717e+34
2.27395685401098e+26	1.86316235910117e+34
2.36969201670155e+26	1.93734566528205e+34
2.46740110027234e+26	2.01270879404634e+34
2.56708410472334e+26	2.08923094634318e+34
2.66874103005456e+26	2.16689096487995e+34
2.77237187626600e+26	2.24566733784193e+34
2.87797664335765e+26	2.32553820268588e+34
2.98555533132952e+26	2.40648135000764e+34
3.09510794018162e+26	2.48847422748377e+34
3.20663446991393e+26	2.57149394388721e+34
3.32013492052645e+26	2.65551727317701e+34
3.43560929201920e+26	2.74052065866214e+34
3.55305758439216e+26	2.82648021723941e+34
3.67247979764535e+26	2.91337174370554e+34
3.79387593177875e+26	3.00117071514335e+34
3.91724598679236e+26	3.08985229538221e+34
4.04258996268620e+26	3.17939133953258e+34
4.16990785946025e+26	3.26976239859489e+34
4.29919967711452e+26	3.36093972414264e+34
4.43046541564901e+26	3.45289727307975e+34
4.56370507506372e+26	3.54560871247234e+34
4.69891865535864e+26	3.63904742445469e+34
4.83610615653379e+26	3.73318651120975e+34
4.97526757858915e+26	3.82799880002392e+34
5.11640292152472e+26	3.92345684841635e+34
5.25951218534052e+26	4.01953294934265e+34
5.40459537003653e+26	4.11619913647315e+34
5.55165247561277e+26	4.21342718954566e+34
5.70068350206922e+26	4.31118863979283e+34
5.85168844940588e+26	4.40945477544406e+34
6.00466731762277e+26	4.50819664730211e+34
6.15962010671987e+26	4.60738507439434e+34
6.31654681669719e+26	4.70699064969871e+34
6.47544744755473e+26	4.80698374594445e+34
6.63632199929249e+26	4.90733452148760e+34
6.79917047191047e+26	5.00801292626136e+34
6.96399286540866e+26	5.10898870780128e+34
7.13078917978707e+26	5.21023141734536e+34
7.29955941504570e+26	5.31171041600919e+34
7.47030357118455e+26	5.41339488103596e+34
7.64302164820361e+26	5.51525381212161e+34
7.81771364610289e+26	5.61725603781506e+34
7.99437956488239e+26	5.71937022199349e+34
8.17301940454211e+26	5.82156487041293e+34
8.35363316508205e+26	5.92380833733401e+34
8.53622084650220e+26	6.02606883222298e+34
8.72078244880257e+26	6.12831442652812e+34
8.90731797198316e+26	6.23051306053148e+34
9.09582741604397e+26	6.33263255027613e+34
9.28631078098500e+26	6.43464059456880e+34
9.47876806680624e+26	6.53650478205821e+34
9.67319927350770e+26	6.63819259838889e+34
9.86960440108938e+26	6.73967143343069e+34
1.00679834495513e+27	6.84090858858414e+34
1.02683364188934e+27	6.94187128416138e+34
1.04706633091157e+27	7.04252666684314e+34
1.06749641202183e+27	7.14284181721155e+34
1.08812388522010e+27	7.24278375735893e+34
1.10894875050640e+27	7.34231945857264e+34
1.12997100788072e+27	7.44141584909607e+34
1.15119065734307e+27	7.54003982196578e+34
1.17260769889343e+27	7.63815824292496e+34
1.19422213253182e+27	7.73573795841314e+34
1.21603395825822e+27	7.83274580363238e+34
1.23804317607265e+27	7.92914861068994e+34
1.26024978597510e+27	8.02491321681747e+34
1.28265378796558e+27	8.12000647266692e+34
1.30525518204407e+27	8.21439525068310e+34
1.32805396821059e+27	8.30804645355311e+34
1.35105014646512e+27	8.40092702273266e+34
1.37424371680768e+27	8.49300394704937e+34
1.39763467923827e+27	8.58424427138314e+34
1.42122303375687e+27	8.67461510542375e+34
1.44500878036349e+27	8.76408363250561e+34
1.46899191905814e+27	8.85261711852002e+34
1.49317244984081e+27	8.94018292090481e+34
1.51755037271150e+27	9.02674849771153e+34
1.54212568767021e+27	9.11228141675036e+34
1.56689839471695e+27	9.19674936481276e+34
1.59186849385170e+27	9.28012015697207e+34
1.61703598507448e+27	9.36236174596193e+34
1.64240086838528e+27	9.44344223163015e+34
1.66796314378410e+27	9.52332987048950e+34
1.69372281127094e+27	9.60199308529702e+34
1.71967987084581e+27	9.67940047478159e+34
1.74583432250870e+27	9.75552082339520e+34
1.77218616625960e+27	9.83032311116612e+34
1.79873540209853e+27	9.90377652362683e+34
1.82548203002549e+27	9.97585046182082e+34
1.85242605004046e+27	1.00465145523886e+35
1.87956746214345e+27	1.01157386577332e+35
1.90690626633447e+27	1.01834928862645e+35
1.93444246261351e+27	1.02497476027238e+35
1.96217605098057e+27	1.03144734385877e+35
1.99010703143565e+27	1.03776413025522e+35
2.01823540397876e+27	1.04392223910962e+35
2.04656116860989e+27	1.04991881991258e+35
2.07508432532903e+27	1.05575105306992e+35
2.10380487413620e+27	1.06141615098307e+35
2.13272281503139e+27	1.06691135913776e+35
2.16183814801461e+27	1.07223395720059e+35
2.19115087308584e+27	1.07738126012385e+35
2.22066099024510e+27	1.08235061925842e+35
2.25036849949238e+27	1.08713942347477e+35
2.28027340082768e+27	1.09174510029222e+35
2.31037569425100e+27	1.09616511701632e+35
2.34067537976235e+27	1.10039698188443e+35
